pond_id,region,date,measurement_type,time,group,pond_type,staff_member,equipment,is_follow_up,dissolved_oxygen_mg_l,ph,ammonia_tan_mg_l,ammonia_nh3_mg_l,ammonia_tan_as_nh3_mg_l,turbidity_cm,temperature_c,water_color,tds_ppt,weather,is_in_range,parameters_out_of_range,corrective_action_requested,corrective_action_implemented,corrective_action_effective
pond_f86d5d94,West Godavari,2024-08-21,Morning,07:10,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,4.8,8.04,0.26,,,27.0,29.9,Dark green,,Sunny,True,,,,
pond_348a1d24,West Godavari,2024-08-21,Morning,06:53,Focus group new,Treatment,Nagaraju P.,"Ammonia checker (Hanna), pH pen #1, Winkler's Method (DO)",False,3.3,8.07,0.31,,,31.0,30.5,Light green,,Sunny,True,,,,
pond_a4a1da02,West Godavari,2024-08-21,Morning,06:38,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,3.4,7.91,0.31,,,28.0,28.4,Dark green,,Sunny,True,,,,
pond_a0b42194,West Godavari,2024-08-21,Morning,06:10,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,4.4,8.01,0.11,,,27.0,29.2,Dark green,,Sunny,True,,,,
pond_4fc9a5af,Nellore,2024-08-20,Evening,17:18,Focus group 4,Treatment,Chandu,Taiwan #7,False,9.2,8.3,,,,,31.9,Transparent,1.08,"Sunny, Cloud cover 50%",True,,,,
pond_55356fc9,West Godavari,2024-08-20,Evening,17:10,Focus group new,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",False,10.8,8.47,,,,,33.6,Dark green,,Sunny,True,,,,
pond_2e0e9d1a,West Godavari,2024-08-20,Evening,17:10,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,7.4,8.27,,,,,31.9,Dark green,,Sunny,False,Dissolved Oxygen,Requested during morning measurement,,
pond_f18f1d57,Nellore,2024-08-20,Evening,16:58,Focus group 4,Treatment,Chandu,Taiwan #7,False,10.2,8.38,,,,,32.7,Light green,1.4,"Sunny, Cloud cover 50%",True,,,,
pond_f1f0953d,West Godavari,2024-08-20,Evening,16:57,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,8.0,8.34,,,,,32.1,Dark green,,Sunny,True,,,,
pond_28c916f9,West Godavari,2024-08-20,Evening,16:47,Focus group new,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,11.7,8.34,,,,,30.3,Saturated green,,Sunny,True,,,,
pond_b842374c,Nellore,2024-08-20,Evening,16:33,Focus group 3,Treatment,Chandu,"Taiwan #7, pH pen #3",False,9.5,8.29,,,,,32.4,Light green,1.26,"Sunny, Cloud cover 50%",True,,,,
pond_ac7bb683,West Godavari,2024-08-20,Evening,16:29,Focus group new,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",False,10.2,8.44,,,,,33.4,Dark green,,Sunny,True,,,,
pond_8e6046b4,West Godavari,2024-08-20,Evening,16:15,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",False,8.4,8.42,,,,,33.9,Dark green,,Sunny,True,,,,
pond_4fc9a5af,Nellore,2024-08-20,Morning,07:30,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.4,8.09,0.1,,,34.0,30.7,Transparent,1.07,"Sunny, Cloud cover 75%",True,,,,
pond_2e0e9d1a,West Godavari,2024-08-20,Morning,07:28,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,0.9,8.32,0.09,,,24.0,31.2,Dark green,,Sunny,False,Dissolved Oxygen,"Water inflow (only), Stop feeding for 24 hours",,
pond_f18f1d57,Nellore,2024-08-20,Morning,07:09,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,4.0,8.14,0.09,,,33.0,30.8,Light green,1.39,"Sunny, Cloud cover 75%",True,,,,
pond_28c916f9,West Godavari,2024-08-20,Morning,06:50,Focus group new,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,0.6,8.33,0.34,,,38.0,30.0,Saturated green,,Sunny,False,Dissolved Oxygen,Reduce feeding by 50%,,
pond_55356fc9,West Godavari,2024-08-20,Morning,06:40,Focus group new,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,4.5,7.92,0.14,,,24.0,29.9,Dark green,,Sunny,True,,,,
pond_f1f0953d,West Godavari,2024-08-20,Morning,06:35,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,1.1,8.24,0.28,,,25.0,31.2,Dark green,,Sunny,False,Dissolved Oxygen,Reduce feeding by 50%,,
pond_b842374c,Nellore,2024-08-20,Morning,06:30,Focus group 3,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.3,8.03,0.11,,,30.0,30.5,Light green,1.24,"Sunny, Cloud cover 75%",True,,,,
pond_ac7bb683,West Godavari,2024-08-20,Morning,06:15,Focus group new,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,4.2,8.04,0.31,,,27.0,30.2,Dark green,,Sunny,True,,,,
pond_8e6046b4,West Godavari,2024-08-20,Morning,06:04,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,3.4,8.11,0.22,,,26.0,29.4,Dark green,,Sunny,True,,,,
pond_0b18540f,West Godavari,2024-08-19,Evening,16:40,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,7.7,8.5,,,,,32.6,Dark green,,Sunny,False,Dissolved Oxygen,Requested during morning measurement,True,
pond_7fd480e0,West Godavari,2024-08-19,Evening,16:25,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,5.5,8.54,,,,,32.4,Dark green,,Sunny,False,"Dissolved Oxygen, Ph",Requested during morning measurement,True,
pond_7fd480e0,West Godavari,2024-08-19,Morning,07:10,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,1.2,8.52,0.41,,,30.0,30.4,Dark green,,Sunny,False,"Dissolved Oxygen, Ph","Water inflow (only), Stop feeding for 48 hours",True,
pond_0b18540f,West Godavari,2024-08-19,Morning,06:50,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,1.9,8.35,0.53,,,27.0,30.5,Dark green,,Sunny,False,"Dissolved Oxygen, Ammonia Tan Nh3N","Water inflow (only), Stop feeding for 48 hours",True,False
pond_ec1ee982,Nellore,2024-08-18,Evening,16:58,Focus group 2,Treatment,Chandu,Taiwan #7,False,8.6,8.32,,,,,32.5,Light green,0.95,"Sunny, Cloud cover 50%",True,,,,
pond_c295a799,West Godavari,2024-08-18,Evening,16:42,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,10.8,8.78,,,,,34.5,Dark green,,Sunny,False,Ph,Jaggery,,
pond_d452b0a2,West Godavari,2024-08-18,Evening,16:19,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,8.0,8.5,,,,,34.8,Light green,,Sunny,True,,,True,True
pond_eb2903bd,West Godavari,2024-08-18,Evening,16:11,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,8.5,8.43,,,,,33.9,Light green,,Sunny,True,,,True,
pond_cc764bfd,West Godavari,2024-08-18,Evening,16:03,Focus group new,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,8.3,8.48,,,,,34.5,Light green,,Sunny,True,,,True,True
pond_ec1ee982,Nellore,2024-08-18,Morning,07:03,Focus group 2,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.7,8.16,0.09,,,31.0,30.1,Light green,0.94,"Sunny, Cloud cover 75%",True,,,,
pond_c295a799,West Godavari,2024-08-18,Morning,07:01,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,1.4,8.03,0.38,,,24.0,30.5,Dark green,,Sunny,False,Dissolved Oxygen,Reduce feeding by 50%,,
pond_cc764bfd,West Godavari,2024-08-18,Morning,06:31,Focus group new,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,3.3,8.43,0.29,,,24.0,29.6,Light green,,Sunny,True,,,True,True
pond_eb2903bd,West Godavari,2024-08-18,Morning,06:18,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,3.3,8.34,0.34,,,24.0,30.5,Light green,,Sunny,True,,,True,True
pond_d452b0a2,West Godavari,2024-08-18,Morning,06:06,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,3.0,8.35,0.17,,,27.0,30.5,Light green,,Sunny,True,,,True,True
pond_8a8b9562,West Godavari,2024-08-17,Evening,16:48,Focus group new,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,8.7,8.47,,,,,33.4,Light green,,Sunny,True,,,,
pond_8a8b9562,West Godavari,2024-08-17,Morning,06:53,Focus group new,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,3.2,8.35,0.34,,,27.0,30.5,Light green,,Sunny,True,,,,
pond_5773604b,Nellore,2024-08-16,Evening,16:56,Focus group 4,Treatment,Chandu,Taiwan #7,False,8.9,8.09,,,,,31.7,Transparent,0.95,"Sunny, Cloud cover 50%",True,,,,
pond_7fd480e0,West Godavari,2024-08-16,Evening,16:44,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,7.0,8.61,,,,,31.5,Light green,,"Sunny, Cloud cover 25%",False,"Dissolved Oxygen, Ph",Requested during morning measurement,True,
pond_cf53cb6f,Nellore,2024-08-16,Evening,16:40,Focus group 4,Treatment,Chandu,Taiwan #7,False,9.2,8.09,,,,,32.2,Transparent,0.84,"Sunny, Cloud cover 50%",True,,,,
pond_0b18540f,West Godavari,2024-08-16,Evening,16:33,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,4.9,8.59,,,,,32.6,Dark green,,"Cloud cover 25%, Sunny",False,"Dissolved Oxygen, Ph",Requested during morning measurement,True,
pond_ee1be8cb,West Godavari,2024-08-16,Evening,16:24,Focus group 4,Treatment,Nagaraju P.,"Ammonia checker (Hanna), pH pen #1, Winkler's Method (DO)",True,9.9,8.56,,,,,33.2,Dark green,,"Cloud cover 25%, Sunny",False,Ph,Requested during morning measurement,True,
pond_7fd480e0,West Godavari,2024-08-16,Morning,07:01,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,2.0,7.67,0.09,,,33.0,29.9,Light green,,Sunny,False,Dissolved Oxygen,"Stop feeding for 48 hours, Jaggery",True,
pond_5773604b,Nellore,2024-08-16,Morning,06:53,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.9,7.67,0.09,,,34.0,30.6,Transparent,0.93,"Sunny, Cloud cover 75%",True,,,,
pond_0b18540f,West Godavari,2024-08-16,Morning,06:48,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,0.9,8.64,0.35,,,24.0,25.7,Dark green,,"Sunny, Cloud cover 50%",False,"Dissolved Oxygen, Ph","Water inflow (only), Stop feeding for 48 hours",True,
pond_cf53cb6f,Nellore,2024-08-16,Morning,06:38,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.6,7.84,0.14,,,44.0,30.7,Transparent,0.82,"Sunny, Cloud cover 75%",True,,,,
pond_ee1be8cb,West Godavari,2024-08-16,Morning,06:33,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,0.9,8.41,0.04,,,20.0,30.4,Dark green,,Sunny,False,Dissolved Oxygen,Stop feeding for 48 hours,True,False
pond_da9e5287,Nellore,2024-08-15,Evening,17:05,Focus group 4,Treatment,Chandu,Taiwan #7,False,10.8,8.28,,,,,31.7,Light green,0.98,"Sunny, Cloud cover 50%",True,,,,
pond_1d648007,Nellore,2024-08-15,Evening,16:36,Focus group 4,Treatment,Chandu,Taiwan #7,False,10.8,8.31,,,,,32.2,Light brown,0.98,"Sunny, Cloud cover 50%",True,,,,
pond_f9e817c6,West Godavari,2024-08-15,Evening,16:18,Focus group 4,Treatment,Nagaraju P.,"Ammonia checker (Hanna), pH pen #1, Winkler's Method (DO)",True,11.8,8.48,,,,,34.2,Dark green,,Sunny,True,,,True,True
pond_8a45828a,West Godavari,2024-08-15,Evening,16:07,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,11.5,8.43,,,,,34.2,Dark green,,Sunny,True,,,True,True
pond_da9e5287,Nellore,2024-08-15,Morning,07:03,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,4.2,8.01,0.06,,,32.0,30.3,Light green,0.96,"Sunny, Cloud cover 75%",True,,,,
pond_1d648007,Nellore,2024-08-15,Morning,06:35,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,4.1,8.18,0.04,,,35.0,30.1,Light brown,0.98,"Sunny, Cloud cover 75%",True,,,,
pond_8a45828a,West Godavari,2024-08-15,Morning,06:21,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,3.2,7.14,0.19,,,24.0,29.6,Dark green,,Sunny,True,,,True,True
pond_f9e817c6,West Godavari,2024-08-15,Morning,06:07,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",True,3.5,7.81,0.03,,,26.0,30.2,Dark green,,Sunny,True,,,True,True
pond_cc764bfd,West Godavari,2024-08-14,Evening,17:27,Focus group new,Treatment,Nagaraju P.,"Ammonia checker (Hanna), pH pen #1, Winkler's Method (DO)",False,17.3,8.87,,,,,34.6,Light green,,Sunny,False,"Dissolved Oxygen, Ph",Requested during morning measurement,,
pond_0b972252,Nellore,2024-08-14,Evening,17:05,Focus group 4,Treatment,Chandu,Taiwan #7,True,10.6,8.4,,,,,31.6,Light green,0.96,"Sunny, Cloud cover 50%",True,,,True,True
pond_aabd8703,Nellore,2024-08-14,Evening,16:38,Focus group 4,Treatment,Chandu,Taiwan #7,True,8.6,8.31,,,,,31.8,Light brown,1.02,"Sunny, Cloud cover 50%",True,,,True,True
pond_eb2903bd,West Godavari,2024-08-14,Evening,16:19,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,16.7,8.61,,,,,32.2,Light green,,Sunny,False,"Dissolved Oxygen, Ph","Jaggery, Stop feeding for 24 hours",,
pond_d452b0a2,West Godavari,2024-08-14,Evening,16:10,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,12.4,8.97,,,,,33.9,Light brown,,Sunny,False,"Dissolved Oxygen, Ph",Requested during morning measurement,,
pond_cc764bfd,West Godavari,2024-08-14,Morning,07:10,Focus group new,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,2.0,8.79,0.21,,,22.0,29.8,Light green,,Sunny,False,"Dissolved Oxygen, Ph","Jaggery, Stop feeding for 24 hours",,
pond_0b972252,Nellore,2024-08-14,Morning,06:58,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",True,4.1,8.23,0.04,,,31.0,30.2,Light green,0.94,"Sunny, Cloud cover 75%",True,,,True,True
pond_eb2903bd,West Godavari,2024-08-14,Morning,06:56,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,1.4,8.32,0.14,,,26.0,29.6,Light green,,Sunny,False,Dissolved Oxygen,Stop feeding for 24 hours,,
pond_d452b0a2,West Godavari,2024-08-14,Morning,06:43,Focus group 4,Treatment,Nagaraju P.,"pH pen #1, Ammonia checker (Hanna), Winkler's Method (DO)",False,1.6,8.54,0.25,,,35.0,30.3,Light brown,,Sunny,False,"Dissolved Oxygen, Ph","Jaggery, Stop feeding for 24 hours",,
pond_aabd8703,Nellore,2024-08-14,Morning,06:34,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",True,3.3,8.08,0.09,,,33.0,30.1,Light brown,1.01,"Sunny, Cloud cover 75%",True,,,True,True
pond_ee1be8cb,West Godavari,2024-08-13,Evening,17:05,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",False,17.2,8.49,,,,,33.9,Saturated green,,Sunny,False,Dissolved Oxygen,Requested during morning measurement,,
pond_0b18540f,West Godavari,2024-08-13,Evening,16:38,Focus group 4,Treatment,Sanjay,"pH pen #1, Winkler's Method (DO)",False,9.5,8.48,,,,,33.5,Light green,,Sunny,True,,,,
pond_7fd480e0,West Godavari,2024-08-13,Evening,16:16,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",False,4.4,8.47,,,,,32.7,Dark green,,Sunny,False,Dissolved Oxygen,Requested during morning measurement,,
pond_ee1be8cb,West Godavari,2024-08-13,Morning,07:25,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,1.0,8.32,0.14,,,20.0,31.1,Saturated green,,Sunny,False,Dissolved Oxygen,Reduce feeding by 50%,,
pond_0b18540f,West Godavari,2024-08-13,Morning,06:55,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,1.4,8.43,0.3,,,20.0,30.8,Light green,,Sunny,False,Dissolved Oxygen,Reduce feeding by 50%,,
pond_7fd480e0,West Godavari,2024-08-13,Morning,06:25,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,0.8,8.48,0.3,,,30.0,30.7,Dark green,,Sunny,False,Dissolved Oxygen,Reduce feeding by 50%,,
pond_0b972252,Nellore,2024-08-12,Evening,17:28,Focus group 4,Treatment,Chandu,Taiwan #7,False,9.6,8.74,,,,,31.8,Light green,0.97,"Sunny, Cloud cover 50%",False,Ph,Requested during morning measurement,,
pond_8a45828a,West Godavari,2024-08-12,Evening,17:20,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",True,11.7,8.18,,,,,34.8,Dark green,,Sunny,True,,,True,
pond_a2a9984f,Nellore,2024-08-12,Evening,17:09,Focus group 4,Treatment,Chandu,Taiwan #7,False,10.9,8.24,,,,,32.1,Light green,0.97,"Sunny, Cloud cover 50%",True,,,,
pond_aabd8703,Nellore,2024-08-12,Evening,16:52,Focus group 4,Treatment,Chandu,Taiwan #7,False,7.4,8.36,,,,,32.1,Light brown,1.04,"Sunny, Cloud cover 50%",False,Dissolved Oxygen,Requested during morning measurement,,
pond_f9e817c6,West Godavari,2024-08-12,Evening,16:35,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",True,21.0,8.8,,,,,34.2,Dark green,,Sunny,False,"Dissolved Oxygen, Ph","Water probiotics, Jaggery, Stop feeding",True,
pond_ec1ee982,Nellore,2024-08-12,Evening,16:30,Focus group 2,Treatment,Chandu,Taiwan #7,False,9.1,8.28,,,,,31.8,Light green,0.98,"Sunny, Cloud cover 50%",True,,,,
pond_8a45828a,West Godavari,2024-08-12,Morning,07:53,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",True,1.6,7.79,0.19,,,27.0,30.0,Dark green,,Sunny,False,Dissolved Oxygen,"Stop feeding, Water inflow (only)",True,
pond_0b972252,Nellore,2024-08-12,Morning,07:24,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.9,8.59,0.03,,,30.0,30.4,Light green,0.95,"Sunny, Cloud cover 75%",False,Ph,"Water inflow (only), Gypsum",,
pond_f9e817c6,West Godavari,2024-08-12,Morning,07:15,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",True,3.0,7.66,0.32,,,27.0,30.5,Dark green,,Sunny,True,,,True,True
pond_a2a9984f,Nellore,2024-08-12,Morning,07:08,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,4.1,7.98,0.02,,,34.0,30.2,Light green,0.98,"Sunny, Cloud cover 75%",True,,,,
pond_aabd8703,Nellore,2024-08-12,Morning,06:53,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,2.6,8.14,0.14,,,33.0,30.0,Light brown,1.03,"Sunny, Cloud cover 75%",False,Dissolved Oxygen,"Water inflow (only), Zeolite",,
pond_ec1ee982,Nellore,2024-08-12,Morning,06:30,Focus group 2,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.5,8.11,0.07,,,32.0,30.6,Light green,0.97,"Sunny, Cloud cover 75%",True,,,,
pond_8a45828a,West Godavari,2024-08-09,Evening,17:15,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",True,15.3,8.48,,,,,33.5,Dark green,,Sunny,False,Dissolved Oxygen,"Stop feeding, Water inflow (only)",True,False
pond_f9e817c6,West Godavari,2024-08-09,Evening,16:20,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO)",False,27.1,8.75,,,,,33.8,Dark green,,Sunny,False,"Dissolved Oxygen, Ph",Requested during morning measurement,,
pond_8a45828a,West Godavari,2024-08-09,Morning,06:41,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",True,0.6,7.74,0.18,,,27.0,28.6,Dark green,,Sunny,False,Dissolved Oxygen,Stop feeding,True,False
pond_f9e817c6,West Godavari,2024-08-09,Morning,06:18,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",False,3.2,7.48,0.54,,,26.0,29.1,Dark green,,Cloud cover 75%,False,Ammonia Tan Nh3N,Zeolite,,
pond_4cef5872,Nellore,2024-08-08,Evening,17:03,Focus group 4,Treatment,Chandu,Taiwan #7,False,9.1,8.3,,,,,31.6,Light brown,0.91,"Sunny, Cloud cover 50%",True,,,,
pond_2ec8980d,Nellore,2024-08-08,Evening,16:43,Focus group 4,Treatment,Chandu,Taiwan #7,False,8.5,8.24,,,,,31.9,Dark green,0.88,"Sunny, Cloud cover 50%",True,,,,
pond_4cef5872,Nellore,2024-08-08,Morning,06:58,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.8,8.11,0.04,,,31.0,30.2,Light brown,0.9,"Sunny, Cloud cover 75%",True,,,,
pond_2ec8980d,Nellore,2024-08-08,Morning,06:33,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.7,8.03,0.07,,,29.0,30.6,Dark green,0.88,"Sunny, Cloud cover 75%",True,,,,
pond_b842374c,Nellore,2024-08-06,Evening,17:29,Focus group 3,Treatment,Chandu,Taiwan #7,False,9.2,8.24,,,,,32.1,Transparent,1.27,"Sunny, Cloud cover 50%",True,,,,
pond_f2e849c5,Nellore,2024-08-06,Evening,17:03,Focus group 4,Control,Chandu,Taiwan #7,False,8.6,8.38,,,,,31.7,Transparent,1.03,"Sunny, Cloud cover 50%",True,,,,
pond_2e1713ae,Nellore,2024-08-06,Evening,16:38,Focus group 4,Treatment,Chandu,Taiwan #7,False,9.6,8.31,,,,,31.6,Light brown,1.28,"Sunny, Cloud cover 50%",True,,,,
pond_b842374c,Nellore,2024-08-06,Morning,07:30,Focus group 3,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.8,7.91,0.01,,,32.0,30.2,Transparent,1.26,"Sunny, Cloud cover 75%",True,,,,
pond_f2e849c5,Nellore,2024-08-06,Morning,06:57,Focus group 4,Control,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.6,8.19,0.1,,,36.0,30.3,Transparent,1.01,Cloud cover 100%,True,,,,
pond_2e1713ae,Nellore,2024-08-06,Morning,06:30,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.4,8.19,0.09,,,30.0,30.1,Light brown,1.26,Cloud cover 100%,True,,,,
pond_aef38b14,Nellore,2024-08-05,Evening,17:09,Focus group 4,Treatment,Chandu,Taiwan #7,False,8.8,8.21,,,,,32.4,Light green,1.25,"Sunny, Cloud cover 50%",True,,,,
pond_09f0cd92,Nellore,2024-08-05,Evening,16:53,Focus group 4,Treatment,Chandu,Taiwan #7,False,10.2,8.34,,,,,32.8,Light green,1.37,"Sunny, Cloud cover 50%",True,,,,
pond_7fc56232,Nellore,2024-08-05,Evening,16:35,Focus group 4,Treatment,Chandu,Taiwan #7,False,9.2,8.26,,,,,32.6,Light green,1.17,"Sunny, Cloud cover 50%",True,,,,
pond_8a45828a,West Godavari,2024-08-05,Evening,16:25,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",True,14.3,8.54,,,,,34.5,Dark green,,Sunny,False,"Dissolved Oxygen, Ph",Requested during morning measurement,,
pond_aef38b14,Nellore,2024-08-05,Morning,07:16,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.8,7.96,0.16,,,35.0,31.8,Light green,1.25,"Sunny, Cloud cover 75%",True,,,,
pond_09f0cd92,Nellore,2024-08-05,Morning,06:58,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,4.1,8.11,0.12,,,31.0,31.4,Light green,1.38,"Sunny, Cloud cover 75%",True,,,,
pond_8a45828a,West Godavari,2024-08-05,Morning,06:57,Focus group 4,Treatment,Sanjay,"pH pen #2, Winkler's Method (DO), Ammonia checker (Hanna)",True,0.6,7.82,0.2,,,25.0,30.2,Dark green,,Sunny,False,Dissolved Oxygen,"Water inflow (only), Stop feeding",True,
pond_7fc56232,Nellore,2024-08-05,Morning,06:34,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.6,8.06,0.16,,,33.0,31.7,Light green,1.18,"Sunny, Cloud cover 75%",True,,,,
pond_4fc9a5af,Nellore,2024-08-03,Evening,17:20,Focus group 4,Treatment,Chandu,Taiwan #7,False,8.6,8.3,,,,,31.8,Transparent,1.18,"Sunny, Cloud cover 50%",True,,,,
pond_f18f1d57,Nellore,2024-08-03,Evening,16:56,Focus group 4,Treatment,Chandu,Taiwan #7,False,8.6,8.19,,,,,32.4,Transparent,1.45,"Sunny, Cloud cover 50%",True,,,,
pond_ec1ee982,Nellore,2024-08-03,Evening,16:35,Focus group 2,Treatment,Chandu,Taiwan #7,False,9.3,8.24,,,,,32.2,Light green,0.97,"Sunny, Cloud cover 50%",True,,,,
pond_4fc9a5af,Nellore,2024-08-03,Morning,07:30,Focus group 4,Treatment,Chandu,"Ammonia checker (Hanna), Taiwan #7",False,3.5,8.13,0.09,,,32.0,30.4,Transparent,1.16,"Sunny, Cloud cover 50%",True,,,,
