pond_id,region,event_date,event_type,logged_by,lifecycle_stage,species,species_ratio,target_weight_grams,average_weight_grams,intended_stocking_density_per_acre,actual_stocking_density_per_acre,fish_harvested_kg,fish_remaining_individuals,harvest_reason,pond_preparation_done
pond_d01750af,Nellore,2024-08-20,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,3070,3070.0,,,,True
pond_f5ca6183,West Godavari,2024-08-19,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,9740,9740.0,,,,False
pond_bdf8fe72,West Godavari,2024-08-19,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,4500,0,Planned harvest,
pond_2e1713ae,Nellore,2024-08-18,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,850.0,,,16200,0,Planned harvest,
pond_b3126696,West Godavari,2024-08-16,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1600.0,,,70000,0,Planned harvest,
pond_2fd8194c,West Godavari,2024-08-15,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1000.0,200.0,2133,2133.0,,,,False
pond_b7082dc1,West Godavari,2024-08-15,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,40.0,17000,17000.0,,,,False
pond_9a0003fb,West Godavari,2024-08-13,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,312.0,2704,2957.0,,,,False
pond_f4e94600,West Godavari,2024-08-11,Harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,500.0,,,79000,0,Planned harvest,
pond_c8879b29,West Godavari,2024-08-10,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,308.0,2996,2996.0,,,,False
pond_b7082dc1,West Godavari,2024-08-09,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,230.0,,,4000,0,Planned harvest,
pond_09e8bfb8,West Godavari,2024-08-08,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,100.0,,,9000,0,Planned harvest,
pond_bed02137,West Godavari,2024-08-05,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,8889,8889.0,,,,False
pond_e78b9c9a,West Godavari,2024-08-05,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,24000,0,Planned harvest,
pond_19e0e052,Nellore,2024-08-04,Harvest,Chaitanya,,Roopchand,,,1100.0,,,27000,0,Planned harvest,
pond_3ed934a6,West Godavari,2024-08-03,Stocking,Praveen,Nursery,Roopchand,10:0,,5.0,58824,58824.0,,,,False
pond_a2a9984f,Nellore,2024-08-02,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9.5:0.3:0.2,,100.0,3399,3399.0,,,,True
pond_ca25b296,West Godavari,2024-08-02,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,600.0,1921,1921.0,,,,False
pond_2e0e9d1a,West Godavari,2024-08-02,Partial harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,600.0,,,9000,10000,Planned harvest,
pond_6118ad90,West Godavari,2024-07-29,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,52000,0,Planned harvest,
pond_41a4dead,West Godavari,2024-07-29,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.9:0.1,,,2493,2493.0,,,,False
pond_7dded911,West Godavari,2024-07-28,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.1:0.9,,40.0,11733,11733.0,,,,False
pond_283dc502,West Godavari,2024-07-28,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,2622,2622.0,,,,False
pond_3ed934a6,West Godavari,2024-07-27,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,600.0,,,22000,0,Planned harvest,
pond_8dd26bbf,West Godavari,2024-07-27,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1700.0,,,112200,0,Planned harvest,
pond_885057ef,West Godavari,2024-07-26,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,2529,2529.0,,,,False
pond_a6578b7f,West Godavari,2024-07-26,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,2226,2226.0,,,,False
pond_cc764bfd,West Godavari,2024-07-26,Partial harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,60.0,,,6000,50000,Planned harvest,
pond_20c3d3aa,West Godavari,2024-07-25,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,60.0,12469,12469.0,,,,False
pond_44f24b9a,West Godavari,2024-07-25,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",7:2:1,,,4222,4222.0,,,,False
pond_e71ae278,West Godavari,2024-07-25,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,75000,0,Planned harvest,
pond_811d5777,West Godavari,2024-07-24,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,6000,6000.0,,,,False
pond_70614260,West Godavari,2024-07-23,Stocking,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,4304,4304.0,,,,False
pond_8a8b9562,West Godavari,2024-07-22,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita), Whiteleg Shrimp (Litopenaeus vannamei)",9:1,,330.0,2708,2708.0,,,,False
pond_20c3d3aa,West Godavari,2024-07-22,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,400.0,,,12000,0,Planned harvest,
pond_eb2903bd,West Godavari,2024-07-22,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,400.0,1996,1996.0,,,,False
pond_4e07e1a3,West Godavari,2024-07-21,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,2516,2516.0,,,,False
pond_b11d4126,West Godavari,2024-07-20,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,6000,0,Planned harvest,
pond_863e7ed4,Nellore,2024-07-20,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,850.0,,,6375,0,Planned harvest,
pond_5f9e292b,West Godavari,2024-07-18,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,200.0,2729,2729.0,,,,False
pond_21320075,West Godavari,2024-07-16,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,260.0,1554,1554.0,,,,False
pond_9a0003fb,West Godavari,2024-07-16,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1250.0,,,80000,0,Planned harvest,
pond_60dd3196,West Godavari,2024-07-15,Stocking,Praveen,,Rohu (Labeo rohita),10,,,13699,13699.0,,,,False
pond_7dded911,West Godavari,2024-07-14,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,380.0,,,4000,0,Planned harvest,
pond_32ca982f,West Godavari,2024-07-13,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,100.0,,,9000,0,Planned harvest,
pond_c8879b29,West Godavari,2024-07-12,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1400.0,,,115000,0,Planned harvest,
pond_c1aade15,West Godavari,2024-07-11,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",9:0.6:0.3,,,3333,3333.0,,,,False
pond_35f0d376,West Godavari,2024-07-10,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,200.0,2182,2182.0,,,,False
pond_7ef7fef9,West Godavari,2024-07-10,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,8130,8130.0,,,,False
pond_f9218e7b,West Godavari,2024-07-10,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,360.0,2486,2486.0,,,,False
pond_08867f11,West Godavari,2024-07-08,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,1651,1651.0,,,,False
pond_5f9e292b,West Godavari,2024-07-05,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1450.0,,,126000,0,Planned harvest,
pond_ca25b296,West Godavari,2024-07-05,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1050.0,,,23000,0,Planned harvest,
pond_dc98e449,West Godavari,2024-07-04,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,350.0,3644,3644.0,,,,False
pond_f9218e7b,West Godavari,2024-07-03,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1900.0,,,50000,0,Planned harvest,
pond_da9e5287,Nellore,2024-07-02,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,3333,2778.0,,,,True
pond_4cef5872,Nellore,2024-07-01,Stocking,Chaitanya,Grow-out,Roopchand,10,,150.0,2817,2817.0,,,,False
pond_c295a799,West Godavari,2024-07-01,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,2667,2667.0,,,,False
pond_2ec8980d,Nellore,2024-06-28,Stocking,Chaitanya,Grow-out,Roopchand,10,,300.0,2941,2941.0,,,,False
pond_a434fd56,West Godavari,2024-06-28,Stocking,Chaitanya,Rearing,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,10.0,71429,71429.0,,,,True
pond_c295a799,West Godavari,2024-06-26,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,80.0,,,8800,0,Planned harvest,
pond_aef38b14,Nellore,2024-06-23,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9.5:0.5,,100.0,3784,3604.0,,,,True
pond_bf58902e,Nellore,2024-06-23,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,850.0,,,10200,0,Planned harvest,
pond_dda2c111,Nellore,2024-06-22,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,50.0,,,4750,0,Planned harvest,
pond_bd0e0d33,West Godavari,2024-06-21,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,150.0,11650,11650.0,,,,False
pond_917e0459,West Godavari,2024-06-21,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,400.0,1364,1364.0,,,,False
pond_dc98e449,West Godavari,2024-06-21,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,50000,0,Planned harvest,
pond_8a8b9562,West Godavari,2024-06-20,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,30000,0,Planned harvest,
pond_ddf602a6,West Godavari,2024-06-20,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,600.0,,,32000,0,Planned harvest,
pond_4fc9a5af,Nellore,2024-06-20,Stocking,Chaitanya,Grow-out,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,80.0,3140,2907.0,,,,True
pond_f18f1d57,Nellore,2024-06-20,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,350.0,2631,2631.0,,,,True
pond_70614260,West Godavari,2024-06-19,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,8000,0,Planned harvest,
pond_d85b342c,West Godavari,2024-06-19,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,11450,11450.0,,,,False
pond_aae02d77,West Godavari,2024-06-18,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,5375,5375.0,,,,True
pond_eb2903bd,West Godavari,2024-06-17,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1100.0,,,42000,0,Planned harvest,
pond_891bf2fe,Nellore,2024-06-16,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,900.0,,,2700,0,Planned harvest,
pond_960111d3,West Godavari,2024-06-15,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,55000,0,Planned harvest,
pond_02b8575a,West Godavari,2024-06-13,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.1:0.9,,218.0,2494,2494.0,,,,False
pond_ec1ee982,Nellore,2024-06-11,Stocking,Chaitanya,Grow-out,Roopchand,10,,400.0,2667,2667.0,,,,False
pond_74f8f457,West Godavari,2024-06-10,Partial harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,9500,18000,Planned harvest,
pond_bd0e0d33,West Godavari,2024-06-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1800.0,,,21000,0,Planned harvest,
pond_9719af6d,Nellore,2024-06-08,Harvest,Chaitanya,,Roopchand,,,983.0,,,60000,0,Planned harvest,
pond_aae69640,Nellore,2024-06-08,Harvest,Chaitanya,,Roopchand,,,928.0,,,13000,0,Planned harvest,
pond_d01750af,Nellore,2024-06-06,Harvest,Chaitanya,,Roopchand,,,733.0,,,11000,0,Planned harvest,
pond_1d249330,Nellore,2024-06-05,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,40.0,,,3800,0,Planned harvest,
pond_d1de1045,Nellore,2024-06-05,Harvest,Chaitanya,,Roopchand,,,971.0,,,3400,0,Planned harvest,
pond_c7407a79,West Godavari,2024-06-04,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1000.0,,,16000,60000,Planned harvest,
pond_a2125373,West Godavari,2024-06-03,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1100.0,,,55000,0,Planned harvest,
pond_2ec8980d,Nellore,2024-06-02,Harvest,Chaitanya,,Roopchand,,,783.0,,,4700,0,Planned harvest,
pond_bd0f4fd7,Nellore,2024-06-01,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9:0.5:0.5,,50.0,4286,3143.0,,,,True
pond_11799705,West Godavari,2024-05-29,Harvest,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,1100.0,,,40000,0,Planned harvest,
pond_a59c9ac7,West Godavari,2024-05-29,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,2915,2915.0,,,,False
pond_9af26ee3,Nellore,2024-05-29,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,4800,0,Planned harvest,
pond_da9e5287,Nellore,2024-05-28,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,933.0,,,2800,0,Planned harvest,
pond_5e81f369,West Godavari,2024-05-27,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,2667,2667.0,,,,False
pond_917e0459,West Godavari,2024-05-26,Harvest,Chaitanya,,"Rohu (Labeo rohita), Catla (Catla catla)",,,1500.0,,,52000,0,Planned harvest,
pond_f5213f43,West Godavari,2024-05-25,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,250.0,3304,3304.0,,,,False
pond_d252b4e3,Nellore,2024-05-25,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,920.0,,,2300,0,Planned harvest,
pond_89aabef8,West Godavari,2024-05-25,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,200.0,5978,5978.0,,,,False
pond_680c8104,West Godavari,2024-05-25,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,400.0,,,16000,70000,Planned harvest,
pond_6772b310,West Godavari,2024-05-24,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,2744,2744.0,,,,False
pond_4389488f,West Godavari,2024-05-20,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,900.0,,,90000,0,Planned harvest,
pond_05edabe9,West Godavari,2024-05-20,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2181,2181.0,,,,False
pond_1c1e7d4b,Nellore,2024-05-18,Stocking,Chaitanya,Grow-out,Roopchand,10,,100.0,4054,3378.0,,,,False
pond_edb67ba0,Nellore,2024-05-18,Stocking,Chaitanya,Grow-out,Roopchand,10,,250.0,3529,3176.0,,,,True
pond_ec1ee982,Nellore,2024-05-18,Harvest,Chaitanya,,Roopchand,,,766.0,,,2300,0,Planned harvest,
pond_369dc183,West Godavari,2024-05-15,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2358,2358.0,,,,False
pond_5e81f369,West Godavari,2024-05-15,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1800.0,,,100000,0,Planned harvest,
pond_adeaf27b,West Godavari,2024-05-12,Stocking,Praveen,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,260.0,2000,2000.0,,,,False
pond_d5629838,West Godavari,2024-05-12,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,1899,1899.0,,,,False
pond_1bf4ea64,Nellore,2024-05-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,780.0,,,3900,0,Planned harvest,
pond_89aabef8,West Godavari,2024-05-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,350.0,,,20000,0,Planned harvest,
pond_a80e42b6,West Godavari,2024-05-07,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,6865,6865.0,,,,False
pond_8bf8a86a,West Godavari,2024-05-07,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,10949,10949.0,,,,False
pond_5557d8af,West Godavari,2024-05-01,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.4:0.6,,,2381,2381.0,,,,False
pond_aef38b14,Nellore,2024-05-01,Harvest,Chaitanya,,Roopchand,,,954.0,,,10500,0,Planned harvest,
pond_d1de1045,Nellore,2024-04-30,Partial harvest,Chaitanya,,Roopchand,,,1000.0,,,4000,3500,Planned harvest,
pond_19e0e052,Nellore,2024-04-28,Partial harvest,Chaitanya,,Roopchand,,,1000.0,,,35000,25000,Planned harvest,
pond_4cef5872,Nellore,2024-04-28,Harvest,Chaitanya,,Roopchand,,,980.0,,,9800,0,Planned harvest,
pond_01f1ab5c,West Godavari,2024-04-20,Stocking,Chaitanya,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,150.0,7017,7017.0,,,,False
pond_edb67ba0,Nellore,2024-04-20,Harvest,Chaitanya,,Roopchand,,,933.0,,,2800,0,Planned harvest,
pond_1c1e7d4b,Nellore,2024-04-18,Harvest,Chaitanya,,Roopchand,,,888.0,,,8000,0,Planned harvest,
pond_a5c0fc15,West Godavari,2024-04-16,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,7383.0,,,,False
pond_f69b5a88,West Godavari,2024-04-16,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,3240.0,,,,False
pond_3d8cae54,West Godavari,2024-04-16,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,2833.0,,,,False
pond_5a0db1d6,West Godavari,2024-04-16,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1200.0,,,26000,0,Planned harvest,
pond_7917cb8e,West Godavari,2024-04-15,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,3125,3125.0,,,,False
pond_a3c9d163,Nellore,2024-04-12,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,946.0,,,7100,0,Planned harvest,
pond_f1f0953d,West Godavari,2024-04-10,Stocking,Chaitanya,Grow-out,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,350.0,1995,1995.0,,,,False
pond_10b0b2f6,Nellore,2024-04-10,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,880.0,,,4400,0,Planned harvest,
pond_cf53cb6f,Nellore,2024-04-06,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,80.0,2683,2683.0,,,,True
pond_a2a9984f,Nellore,2024-04-05,Harvest,Chaitanya,,Roopchand,,,958.0,,,11500,0,Planned harvest,
pond_4afa4e4f,West Godavari,2024-04-05,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,100.0,,,3000,70000,Planned harvest,
pond_680c8104,West Godavari,2024-04-05,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,2677,2677.0,,,,False
pond_9252e874,West Godavari,2024-04-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2174,2174.0,,,,False
pond_f2e849c5,Nellore,2024-04-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,40.0,3000,3000.0,,,,False
pond_09e8bfb8,West Godavari,2024-04-03,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,150.0,,,5550,53000,,
pond_e78b9c9a,West Godavari,2024-04-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,150.0,9195,9195.0,,,,False
pond_0c63298a,West Godavari,2024-04-03,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,400.0,1556,1556.0,,,,False
pond_91c4302d,Nellore,2024-04-01,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,796.0,,,19900,0,Planned harvest,
pond_aabd8703,Nellore,2024-03-28,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,100.0,2875,2875.0,,,,True
pond_0efe30b0,West Godavari,2024-03-28,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,7000,0,,
pond_7d39a2cf,West Godavari,2024-03-27,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,10000.0,,,,False
pond_32ca982f,West Godavari,2024-03-27,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,29851.0,,,,False
pond_09b2c644,West Godavari,2024-03-26,Harvest,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",,,1500.0,,,128000,0,Planned harvest,
pond_0b972252,Nellore,2024-03-26,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9.5:0.5,,200.0,3024,3024.0,,,,True
pond_8e6046b4,West Godavari,2024-03-26,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,2217,2217.0,,,,False
pond_bbf2cb2b,West Godavari,2024-03-26,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,8750,0,Planned harvest,
pond_8fd1554c,West Godavari,2024-03-26,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,250.0,7447,7447.0,,,,False
pond_254a57a2,West Godavari,2024-03-24,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,300.0,,,13500,0,Planned harvest,
pond_727e3097,West Godavari,2024-03-24,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,10465,10465.0,,,,False
pond_f4e94600,West Godavari,2024-03-23,Partial harvest,Praveen,Breed-out,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,17500,158000,Planned harvest,
pond_6f30fefd,West Godavari,2024-03-23,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,3608,3608.0,,,,False
pond_a434fd56,West Godavari,2024-03-23,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,12500,0,,
pond_80e22f42,West Godavari,2024-03-21,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2037,2037.0,,,,False
pond_e2db7a6b,West Godavari,2024-03-21,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,11667,11667.0,,,,False
pond_4302964d,West Godavari,2024-03-21,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,200.0,,,8000,0,,
pond_863e7ed4,Nellore,2024-03-20,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,400.0,3125,3125.0,,,,True
pond_680c8104,West Godavari,2024-03-18,Partial harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,330.0,,,9900,80000,Planned harvest,
pond_bf58902e,Nellore,2024-03-18,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,400.0,3529,3529.0,,,,True
pond_48b74e47,West Godavari,2024-03-18,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,2723,2723.0,,,,False
pond_0b18540f,West Godavari,2024-03-17,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,375.0,2432,2432.0,,,,False
pond_01f1ab5c,West Godavari,2024-03-16,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,250.0,,,6250,0,Planned harvest,
pond_d8d30ad3,West Godavari,2024-03-15,Stocking,Praveen,,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,2452,2452.0,,,,False
pond_74f8f457,West Godavari,2024-03-15,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,6392.0,,,,False
pond_09f0cd92,Nellore,2024-03-15,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,3064,3064.0,,,,True
pond_7fc56232,Nellore,2024-03-15,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,50.0,3256,3256.0,,,,True
pond_2e0e9d1a,West Godavari,2024-03-14,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,200.0,2787,2787.0,,,,False
pond_1d648007,Nellore,2024-03-13,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9:0.5:0.5,,50.0,2778,2778.0,,,,True
pond_f569e116,Nellore,2024-03-13,Harvest,Chaitanya,,Roopchand,,,944.0,,,8500,0,Planned harvest,
pond_7e4b5572,Nellore,2024-03-11,Harvest,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",,,800.0,,,3200,0,Planned harvest,
pond_ee1be8cb,West Godavari,2024-03-10,Stocking,Chaitanya,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,300.0,2189,2189.0,,,,False
